Heartbeat from system (system 1 component 0)
GLOBAL_POSITION_INT {time_boot_ms : 2324, lat : 0, lon : 0, alt : -20, relative_alt : -25, vx : 0, vy : 0, vz : 0, hdg : 0}
GLOBAL_POSITION_INT {time_boot_ms : 121954, lat : -353635573, lon : 1491650705, alt : 608770, relative_alt : 24711, vx : -324, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 122204, lat : -353635646, lon : 1491650638, alt : 608390, relative_alt : 24338, vx : -324, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 122454, lat : -353635719, lon : 1491650571, alt : 608020, relative_alt : 23965, vx : -324, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 122704, lat : -353635793, lon : 1491650505, alt : 607650, relative_alt : 23591, vx : -324, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 122954, lat : -353635866, lon : 1491650438, alt : 607270, relative_alt : 23218, vx : -324, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 123204, lat : -353635939, lon : 1491650371, alt : 606900, relative_alt : 22844, vx : -324, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 123453, lat : -353636013, lon : 1491650304, alt : 606520, relative_alt : 22468, vx : -325, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 123703, lat : -353636086, lon : 1491650237, alt : 606150, relative_alt : 22093, vx : -325, vy : -243, vz : 148, hdg : 21657}
GLOBAL_POSITION_INT {time_boot_ms : 123954, lat : -353636160, lon : 1491650170, alt : 605770, relative_alt : 21717, vx : -325, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 124204, lat : -353636233, lon : 1491650103, alt : 605400, relative_alt : 21342, vx : -325, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 124454, lat : -353636307, lon : 1491650036, alt : 605020, relative_alt : 20967, vx : -325, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 124704, lat : -353636380, lon : 1491649969, alt : 604650, relative_alt : 20592, vx : -325, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 124954, lat : -353636454, lon : 1491649902, alt : 604270, relative_alt : 20216, vx : -324, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 125204, lat : -353636527, lon : 1491649835, alt : 603900, relative_alt : 19843, vx : -324, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 125453, lat : -353636601, lon : 1491649768, alt : 603520, relative_alt : 19466, vx : -324, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 125703, lat : -353636674, lon : 1491649701, alt : 603150, relative_alt : 19091, vx : -324, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 125954, lat : -353636748, lon : 1491649634, alt : 602770, relative_alt : 18713, vx : -324, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 126204, lat : -353636822, lon : 1491649567, alt : 602390, relative_alt : 18336, vx : -324, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 126454, lat : -353636895, lon : 1491649500, alt : 602020, relative_alt : 17961, vx : -324, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 126704, lat : -353636968, lon : 1491649433, alt : 601640, relative_alt : 17587, vx : -324, vy : -243, vz : 147, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 126954, lat : -353637041, lon : 1491649367, alt : 601270, relative_alt : 17213, vx : -324, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 127204, lat : -353637114, lon : 1491649300, alt : 600900, relative_alt : 16841, vx : -324, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 127453, lat : -353637187, lon : 1491649233, alt : 600520, relative_alt : 16467, vx : -324, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 127703, lat : -353637261, lon : 1491649166, alt : 600150, relative_alt : 16092, vx : -324, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 127954, lat : -353637334, lon : 1491649099, alt : 599770, relative_alt : 15716, vx : -324, vy : -243, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 128204, lat : -353637408, lon : 1491649032, alt : 599400, relative_alt : 15341, vx : -324, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 128454, lat : -353637481, lon : 1491648966, alt : 599020, relative_alt : 14966, vx : -325, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 128704, lat : -353637555, lon : 1491648899, alt : 598650, relative_alt : 14591, vx : -325, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 128954, lat : -353637628, lon : 1491648832, alt : 598270, relative_alt : 14215, vx : -325, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 129204, lat : -353637702, lon : 1491648765, alt : 597900, relative_alt : 13841, vx : -325, vy : -243, vz : 148, hdg : 21658}
GLOBAL_POSITION_INT {time_boot_ms : 129454, lat : -353637775, lon : 1491648698, alt : 597520, relative_alt : 13466, vx : -325, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 129703, lat : -353637849, lon : 1491648631, alt : 597150, relative_alt : 13090, vx : -325, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 129953, lat : -353637923, lon : 1491648564, alt : 596770, relative_alt : 12714, vx : -324, vy : -243, vz : 148, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 130204, lat : -353637996, lon : 1491648496, alt : 596390, relative_alt : 12337, vx : -323, vy : -242, vz : 148, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 130454, lat : -353638069, lon : 1491648430, alt : 596020, relative_alt : 11962, vx : -313, vy : -235, vz : 146, hdg : 21661}
GLOBAL_POSITION_INT {time_boot_ms : 130704, lat : -353638138, lon : 1491648367, alt : 595660, relative_alt : 11602, vx : -296, vy : -222, vz : 137, hdg : 21661}
GLOBAL_POSITION_INT {time_boot_ms : 130954, lat : -353638203, lon : 1491648308, alt : 595320, relative_alt : 11269, vx : -274, vy : -206, vz : 124, hdg : 21662}
GLOBAL_POSITION_INT {time_boot_ms : 131204, lat : -353638262, lon : 1491648254, alt : 595030, relative_alt : 10971, vx : -249, vy : -187, vz : 109, hdg : 21662}
GLOBAL_POSITION_INT {time_boot_ms : 131454, lat : -353638316, lon : 1491648205, alt : 594770, relative_alt : 10712, vx : -221, vy : -167, vz : 94, hdg : 21661}
GLOBAL_POSITION_INT {time_boot_ms : 131703, lat : -353638363, lon : 1491648161, alt : 594550, relative_alt : 10490, vx : -191, vy : -144, vz : 79, hdg : 21661}
GLOBAL_POSITION_INT {time_boot_ms : 131953, lat : -353638403, lon : 1491648125, alt : 594360, relative_alt : 10307, vx : -157, vy : -119, vz : 64, hdg : 21661}
GLOBAL_POSITION_INT {time_boot_ms : 132204, lat : -353638435, lon : 1491648095, alt : 594220, relative_alt : 10162, vx : -121, vy : -92, vz : 49, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 132454, lat : -353638459, lon : 1491648073, alt : 594110, relative_alt : 10057, vx : -86, vy : -66, vz : 34, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 132704, lat : -353638475, lon : 1491648057, alt : 594050, relative_alt : 9996, vx : -57, vy : -43, vz : 16, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 132954, lat : -353638485, lon : 1491648047, alt : 594030, relative_alt : 9976, vx : -33, vy : -25, vz : 2, hdg : 21659}
GLOBAL_POSITION_INT {time_boot_ms : 133204, lat : -353638491, lon : 1491648041, alt : 594040, relative_alt : 9982, vx : -15, vy : -12, vz : -4, hdg : 21660}
GLOBAL_POSITION_INT {time_boot_ms : 133454, lat : -353638493, lon : 1491648039, alt : 594060, relative_alt : 10000, vx : -3, vy : -2, vz : -5, hdg : 21661}
GLOBAL_POSITION_INT {time_boot_ms : 133703, lat : -353638493, lon : 1491648039, alt : 594070, relative_alt : 10017, vx : 4, vy : 4, vz : -4, hdg : 21662}
GLOBAL_POSITION_INT {time_boot_ms : 133953, lat : -353638492, lon : 1491648040, alt : 594080, relative_alt : 10028, vx : 10, vy : 8, vz : -1, hdg : 21662}
GLOBAL_POSITION_INT {time_boot_ms : 134204, lat : -353638490, lon : 1491648042, alt : 594090, relative_alt : 10033, vx : 13, vy : 10, vz : 1, hdg : 21662}
GLOBAL_POSITION_INT {time_boot_ms : 134454, lat : -353638487, lon : 1491648045, alt : 594090, relative_alt : 10033, vx : 14, vy : 11, vz : 2, hdg : 21662}
